Origin,Destination,Year,Value,dist
BLR,HUN,2004,0.0,923.2194
BLR,HUN,2005,20.0,923.2194
BLR,HUN,2006,28.0,923.2194
BLR,HUN,2007,19.0,923.2194
BLR,HUN,2008,26.0,923.2194
BLR,HUN,2009,29.0,923.2194
BLR,HUN,2010,29.0,923.2194
BLR,HUN,2011,36.0,923.2194
BLR,HUN,2012,34.0,923.2194
BLR,HUN,2013,49.0,923.2194
BLR,HUN,2014,43.0,923.2194
BLR,HUN,2015,53.0,923.2194
BLR,HUN,2016,51.0,923.2194
BLR,HUN,2017,90.0,923.2194
BLR,HUN,2018,58.0,923.2194
BLR,ISL,2000,5.0,2965.109
BLR,ISL,2001,1.0,2965.109
BLR,ISL,2002,3.0,2965.109
BLR,ISL,2003,4.0,2965.109
BLR,ISL,2004,6.0,2965.109
BLR,ISL,2005,8.0,2965.109
BLR,ISL,2006,5.0,2965.109
BLR,ISL,2007,7.0,2965.109
BLR,ISL,2008,2.0,2965.109
BLR,ISL,2009,3.0,2965.109
BLR,ISL,2010,2.0,2965.109
BLR,ISL,2011,1.0,2965.109
BLR,ISL,2012,1.0,2965.109
BLR,ISL,2013,2.0,2965.109
BLR,ISL,2014,3.0,2965.109
BLR,ISL,2015,5.0,2965.109
BLR,ISL,2016,4.0,2965.109
BLR,ISL,2017,7.0,2965.109
BLR,ISL,2018,6.0,2965.109
BLR,ITA,2000,409.0,1732.921
BLR,ITA,2002,312.0,1732.921
BLR,ITA,2003,908.0,1732.921
BLR,ITA,2004,727.0,1732.921
BLR,ITA,2005,595.0,1732.921
BLR,ITA,2006,583.0,1732.921
BLR,ITA,2007,734.0,1732.921
BLR,ITA,2008,959.0,1732.921
BLR,ITA,2009,949.0,1732.921
BLR,ITA,2010,1296.0,1732.921
BLR,ITA,2011,988.0,1732.921
BLR,ITA,2012,813.0,1732.921
BLR,ITA,2013,698.0,1732.921
BLR,ITA,2014,590.0,1732.921
BLR,ITA,2015,545.0,1732.921
BLR,ITA,2016,522.0,1732.921
BLR,ITA,2017,551.0,1732.921
BLR,ITA,2018,603.0,1732.921
BLR,LUX,2000,15.0,1539.179
BLR,LUX,2001,39.0,1539.179
BLR,LUX,2002,51.0,1539.179
BLR,LUX,2003,72.0,1539.179
BLR,LUX,2004,29.0,1539.179
BLR,LUX,2005,41.0,1539.179
BLR,LUX,2006,22.0,1539.179
BLR,LUX,2007,16.0,1539.179
BLR,LUX,2008,15.0,1539.179
BLR,LUX,2009,28.0,1539.179
BLR,LUX,2010,19.0,1539.179
BLR,LUX,2011,19.0,1539.179
BLR,LUX,2012,27.0,1539.179
BLR,LUX,2013,30.0,1539.179
BLR,LUX,2014,20.0,1539.179
BLR,LUX,2015,24.0,1539.179
BLR,LUX,2016,26.0,1539.179
BLR,LUX,2017,31.0,1539.179
BLR,LUX,2018,27.0,1539.179
BLR,NLD,2000,133.0,1512.952
BLR,NLD,2001,157.0,1512.952
BLR,NLD,2002,175.0,1512.952
BLR,NLD,2003,172.0,1512.952
BLR,NLD,2004,119.0,1512.952
BLR,NLD,2005,123.0,1512.952
BLR,NLD,2006,88.0,1512.952
BLR,NLD,2007,92.0,1512.952
BLR,NLD,2008,115.0,1512.952
BLR,NLD,2009,113.0,1512.952
BLR,NLD,2010,111.0,1512.952
BLR,NLD,2011,127.0,1512.952
BLR,NLD,2012,117.0,1512.952
BLR,NLD,2013,111.0,1512.952
BLR,NLD,2014,171.0,1512.952
BLR,NLD,2015,150.0,1512.952
BLR,NLD,2016,185.0,1512.952
BLR,NLD,2017,192.0,1512.952
BLR,NLD,2018,236.0,1512.952
BLR,NOR,2000,36.0,1216.697
BLR,NOR,2001,61.0,1216.697
BLR,NOR,2002,56.0,1216.697
BLR,NOR,2003,79.0,1216.697
BLR,NOR,2004,102.0,1216.697
BLR,NOR,2005,73.0,1216.697
BLR,NOR,2006,57.0,1216.697
BLR,NOR,2007,66.0,1216.697
BLR,NOR,2008,78.0,1216.697
BLR,NOR,2009,75.0,1216.697
BLR,NOR,2010,64.0,1216.697
BLR,NOR,2011,88.0,1216.697
BLR,NOR,2012,97.0,1216.697
BLR,NOR,2013,76.0,1216.697
BLR,NOR,2014,59.0,1216.697
BLR,NOR,2015,48.0,1216.697
BLR,NOR,2016,51.0,1216.697
BLR,NOR,2017,80.0,1216.697
BLR,NOR,2018,82.0,1216.697
BLR,NOR,2019,74.0,1216.697
BLR,POL,2000,753.0,469.7038
BLR,POL,2001,1295.0,469.7038
BLR,POL,2002,2718.0,469.7038
BLR,POL,2003,2488.0,469.7038
BLR,POL,2004,2404.0,469.7038
BLR,POL,2005,2411.0,469.7038
BLR,POL,2006,2310.0,469.7038
BLR,POL,2007,2634.0,469.7038
BLR,POL,2008,3077.0,469.7038
BLR,POL,2009,3154.0,469.7038
BLR,POL,2010,2920.0,469.7038
BLR,POL,2011,2515.0,469.7038
BLR,POL,2012,2618.0,469.7038
BLR,POL,2013,2338.0,469.7038
BLR,POL,2014,1415.0,469.7038
BLR,POL,2015,3178.0,469.7038
BLR,POL,2016,3499.0,469.7038
BLR,POL,2017,6192.0,469.7038
BLR,POL,2018,7915.0,469.7038
BLR,SVK,2003,27.0,959.4427
BLR,SVK,2004,40.0,959.4427
BLR,SVK,2005,29.0,959.4427
BLR,SVK,2006,6.0,959.4427
BLR,SVK,2007,7.0,959.4427
BLR,SVK,2008,9.0,959.4427
BLR,SVK,2009,6.0,959.4427
BLR,SVK,2010,3.0,959.4427
BLR,SVK,2011,4.0,959.4427
BLR,SVK,2012,4.0,959.4427
BLR,SVK,2013,5.0,959.4427
BLR,SVK,2014,4.0,959.4427
BLR,SVK,2015,6.0,959.4427
BLR,SVK,2016,2.0,959.4427
BLR,SVK,2017,7.0,959.4427
BLR,SVK,2018,5.0,959.4427
BLR,SVK,2019,6.0,959.4427
BLR,ESP,2000,138.0,2762.7
BLR,ESP,2001,335.0,2762.7
BLR,ESP,2002,419.0,2762.7
BLR,ESP,2003,390.0,2762.7
BLR,ESP,2004,664.0,2762.7
BLR,ESP,2005,539.0,2762.7
BLR,ESP,2006,525.0,2762.7
BLR,ESP,2007,482.0,2762.7
BLR,ESP,2008,341.0,2762.7
BLR,ESP,2009,226.0,2762.7
BLR,ESP,2010,234.0,2762.7
BLR,ESP,2011,304.0,2762.7
BLR,ESP,2012,273.0,2762.7
BLR,ESP,2013,335.0,2762.7
BLR,ESP,2014,381.0,2762.7
BLR,ESP,2015,343.0,2762.7
BLR,ESP,2016,494.0,2762.7
BLR,ESP,2017,556.0,2762.7
BLR,ESP,2018,0.0,2762.7
BLR,SWE,2000,111.0,838.4113
BLR,SWE,2001,134.0,838.4113
BLR,SWE,2002,140.0,838.4113
BLR,SWE,2003,158.0,838.4113
BLR,SWE,2004,146.0,838.4113
BLR,SWE,2005,137.0,838.4113
BLR,SWE,2006,301.0,838.4113
BLR,SWE,2007,188.0,838.4113
BLR,SWE,2008,166.0,838.4113
BLR,SWE,2009,247.0,838.4113
BLR,SWE,2010,215.0,838.4113
BLR,SWE,2011,240.0,838.4113
BLR,SWE,2012,239.0,838.4113
BLR,SWE,2013,156.0,838.4113
BLR,SWE,2014,174.0,838.4113
BLR,SWE,2015,158.0,838.4113
BLR,SWE,2016,162.0,838.4113
BLR,SWE,2017,169.0,838.4113
BLR,SWE,2018,219.0,838.4113
BLR,CHE,2010,153.0,1609.652
BLR,CHE,2011,140.0,1609.652
BLR,CHE,2012,149.0,1609.652
BLR,CHE,2013,125.0,1609.652
BLR,CHE,2014,127.0,1609.652
BLR,CHE,2015,112.0,1609.652
BLR,CHE,2016,102.0,1609.652
BLR,CHE,2017,91.0,1609.652
BLR,CHE,2018,105.0,1609.652
BLR,TUR,2010,107.0,1430.575
BLR,TUR,2016,564.0,1430.575
BLR,TUR,2017,609.0,1430.575
BLR,TUR,2018,673.0,1430.575
BLR,EST,2004,6.0,641.8873
BLR,EST,2005,8.0,641.8873
BLR,EST,2006,13.0,641.8873
BLR,EST,2007,32.0,641.8873
BLR,EST,2008,36.0,641.8873
BLR,EST,2009,35.0,641.8873
BLR,EST,2010,19.0,641.8873
BLR,EST,2011,50.0,641.8873
BLR,EST,2012,35.0,641.8873
BLR,EST,2013,50.0,641.8873
BLR,EST,2014,45.0,641.8873
BLR,EST,2015,91.0,641.8873
BLR,EST,2016,118.0,641.8873
BLR,EST,2017,133.0,641.8873
BLR,EST,2018,191.0,641.8873
BLR,SVN,2007,18.0,1267.967
BLR,SVN,2008,20.0,1267.967
BLR,SVN,2009,14.0,1267.967
BLR,SVN,2010,8.0,1267.967
BLR,SVN,2011,21.0,1267.967
BLR,SVN,2012,23.0,1267.967
BLR,SVN,2013,17.0,1267.967
BLR,SVN,2014,12.0,1267.967
BLR,SVN,2015,25.0,1267.967
BLR,SVN,2016,12.0,1267.967
BLR,SVN,2017,28.0,1267.967
BLR,SVN,2018,18.0,1267.967
BEL,AUT,2000,173.0,914.4633
BEL,AUT,2001,138.0,914.4633
BEL,AUT,2002,153.0,914.4633
BEL,AUT,2003,227.0,914.4633
BEL,AUT,2004,281.0,914.4633
BEL,AUT,2005,252.0,914.4633
BEL,AUT,2006,196.0,914.4633
BEL,AUT,2007,245.0,914.4633
BEL,AUT,2008,284.0,914.4633
BEL,AUT,2009,248.0,914.4633
BEL,AUT,2010,256.0,914.4633
BEL,AUT,2011,275.0,914.4633
BEL,AUT,2012,306.0,914.4633
BEL,AUT,2013,280.0,914.4633
BEL,AUT,2014,303.0,914.4633
BEL,AUT,2015,359.0,914.4633
BEL,AUT,2016,374.0,914.4633
BEL,AUT,2017,389.0,914.4633
BEL,AUT,2018,401.0,914.4633
BEL,CZE,2003,72.0,718.4293
BEL,CZE,2004,84.0,718.4293
BEL,CZE,2005,45.0,718.4293
BEL,CZE,2006,29.0,718.4293
BEL,CZE,2007,79.0,718.4293
BEL,CZE,2008,57.0,718.4293
BEL,CZE,2009,38.0,718.4293
BEL,CZE,2010,48.0,718.4293
BEL,CZE,2011,36.0,718.4293
BEL,CZE,2012,43.0,718.4293
BEL,CZE,2013,61.0,718.4293
BEL,CZE,2014,47.0,718.4293
BEL,CZE,2015,45.0,718.4293
BEL,CZE,2016,58.0,718.4293
BEL,CZE,2017,51.0,718.4293
BEL,CZE,2018,78.0,718.4293
BEL,CZE,2019,58.0,718.4293
BEL,DNK,2000,57.0,767.1575
BEL,DNK,2001,64.0,767.1575
BEL,DNK,2002,58.0,767.1575
BEL,DNK,2003,52.0,767.1575
BEL,DNK,2004,74.0,767.1575
BEL,DNK,2005,71.0,767.1575
BEL,DNK,2006,105.0,767.1575
BEL,DNK,2007,89.0,767.1575
BEL,DNK,2008,111.0,767.1575
BEL,DNK,2009,84.0,767.1575
BEL,DNK,2010,100.0,767.1575
BEL,DNK,2011,112.0,767.1575
BEL,DNK,2012,156.0,767.1575
BEL,DNK,2013,120.0,767.1575
BEL,DNK,2014,126.0,767.1575
BEL,DNK,2015,141.0,767.1575
BEL,DNK,2016,184.0,767.1575
BEL,DNK,2017,198.0,767.1575
BEL,DNK,2018,207.0,767.1575
BEL,FIN,2000,14.0,1651.582
BEL,FIN,2001,21.0,1651.582
BEL,FIN,2002,23.0,1651.582
BEL,FIN,2003,31.0,1651.582
BEL,FIN,2004,22.0,1651.582
BEL,FIN,2005,27.0,1651.582
BEL,FIN,2006,45.0,1651.582
BEL,FIN,2007,38.0,1651.582
BEL,FIN,2008,43.0,1651.582
BEL,FIN,2009,32.0,1651.582
BEL,FIN,2010,24.0,1651.582
BEL,FIN,2011,43.0,1651.582
BEL,FIN,2012,41.0,1651.582
BEL,FIN,2013,40.0,1651.582
BEL,FIN,2014,34.0,1651.582
BEL,FIN,2015,56.0,1651.582
BEL,FIN,2016,42.0,1651.582
BEL,FIN,2017,41.0,1651.582
BEL,FIN,2018,33.0,1651.582
BEL,FRA,2013,6642.0,262.3845
BEL,FRA,2014,6493.0,262.3845
BEL,FRA,2015,6429.0,262.3845
BEL,FRA,2016,6701.0,262.3845
BEL,FRA,2017,6568.0,262.3845
BEL,FRA,2018,7291.0,262.3845
BEL,DEU,2000,2030.0,196.8761
BEL,DEU,2001,2138.0,196.8761
BEL,DEU,2002,2479.0,196.8761
BEL,DEU,2003,2362.0,196.8761
BEL,DEU,2004,2456.0,196.8761
BEL,DEU,2005,2234.0,196.8761
BEL,DEU,2006,2316.0,196.8761
BEL,DEU,2007,2330.0,196.8761
BEL,DEU,2008,2038.0,196.8761
BEL,DEU,2009,1905.0,196.8761
BEL,DEU,2010,2303.0,196.8761
BEL,DEU,2011,2418.0,196.8761
BEL,DEU,2012,2622.0,196.8761
BEL,DEU,2013,2563.0,196.8761
BEL,DEU,2014,2821.0,196.8761
BEL,DEU,2015,2833.0,196.8761
BEL,DEU,2016,2930.0,196.8761
BEL,DEU,2017,2860.0,196.8761
BEL,DEU,2018,2779.0,196.8761
BEL,HUN,2000,47.0,1129.979
BEL,HUN,2001,42.0,1129.979
BEL,HUN,2002,46.0,1129.979
BEL,HUN,2003,44.0,1129.979
BEL,HUN,2004,2.0,1129.979
BEL,HUN,2005,146.0,1129.979
BEL,HUN,2006,10.0,1129.979
BEL,HUN,2007,9.0,1129.979
BEL,HUN,2008,127.0,1129.979
BEL,HUN,2009,124.0,1129.979
BEL,HUN,2010,165.0,1129.979
BEL,HUN,2011,117.0,1129.979
BEL,HUN,2012,132.0,1129.979
BEL,HUN,2013,142.0,1129.979
BEL,HUN,2014,147.0,1129.979
BEL,HUN,2015,139.0,1129.979
BEL,HUN,2016,193.0,1129.979
BEL,HUN,2017,178.0,1129.979
BEL,HUN,2018,191.0,1129.979
BEL,ISL,2000,26.0,2133.168
BEL,ISL,2001,15.0,2133.168
BEL,ISL,2002,17.0,2133.168
BEL,ISL,2003,16.0,2133.168
BEL,ISL,2004,7.0,2133.168
BEL,ISL,2005,10.0,2133.168
BEL,ISL,2006,11.0,2133.168
BEL,ISL,2007,12.0,2133.168
BEL,ISL,2008,17.0,2133.168
BEL,ISL,2009,13.0,2133.168
BEL,ISL,2010,12.0,2133.168
BEL,ISL,2011,9.0,2133.168
BEL,ISL,2012,6.0,2133.168
BEL,ISL,2013,12.0,2133.168
BEL,ISL,2014,26.0,2133.168
BEL,ISL,2015,19.0,2133.168
BEL,ISL,2016,26.0,2133.168
BEL,ISL,2017,30.0,2133.168
BEL,ISL,2018,37.0,2133.168
BEL,ITA,2000,383.0,1174.904
BEL,ITA,2002,363.0,1174.904
BEL,ITA,2003,396.0,1174.904
BEL,ITA,2004,380.0,1174.904
BEL,ITA,2005,415.0,1174.904
BEL,ITA,2006,390.0,1174.904
BEL,ITA,2007,493.0,1174.904
BEL,ITA,2008,473.0,1174.904
BEL,ITA,2009,362.0,1174.904
BEL,ITA,2010,376.0,1174.904
BEL,ITA,2011,354.0,1174.904
BEL,ITA,2012,343.0,1174.904
BEL,ITA,2013,273.0,1174.904
BEL,ITA,2014,329.0,1174.904
BEL,ITA,2015,302.0,1174.904
BEL,ITA,2016,359.0,1174.904
BEL,ITA,2017,338.0,1174.904
BEL,ITA,2018,382.0,1174.904
BEL,LUX,2000,1295.0,187.8091
BEL,LUX,2001,1490.0,187.8091
BEL,LUX,2002,1294.0,187.8091
BEL,LUX,2003,1066.0,187.8091
BEL,LUX,2004,1012.0,187.8091
BEL,LUX,2005,1010.0,187.8091
BEL,LUX,2006,912.0,187.8091
BEL,LUX,2007,935.0,187.8091
BEL,LUX,2008,1002.0,187.8091
BEL,LUX,2009,1020.0,187.8091
BEL,LUX,2010,1171.0,187.8091
BEL,LUX,2011,1159.0,187.8091
BEL,LUX,2012,1304.0,187.8091
BEL,LUX,2013,1470.0,187.8091
BEL,LUX,2014,1592.0,187.8091
BEL,LUX,2015,1502.0,187.8091
BEL,LUX,2016,1320.0,187.8091
BEL,LUX,2017,1356.0,187.8091
BEL,LUX,2018,1197.0,187.8091
BEL,NLD,2000,1953.0,173.0333
BEL,NLD,2001,1834.0,173.0333
BEL,NLD,2002,1800.0,173.0333
BEL,NLD,2003,1667.0,173.0333
BEL,NLD,2004,1481.0,173.0333
BEL,NLD,2005,1430.0,173.0333
BEL,NLD,2006,1656.0,173.0333
BEL,NLD,2007,1822.0,173.0333
BEL,NLD,2008,2054.0,173.0333
BEL,NLD,2009,1969.0,173.0333
BEL,NLD,2010,2075.0,173.0333
BEL,NLD,2011,2274.0,173.0333
BEL,NLD,2012,2568.0,173.0333
BEL,NLD,2013,2523.0,173.0333
BEL,NLD,2014,2709.0,173.0333
BEL,NLD,2015,2731.0,173.0333
BEL,NLD,2016,3247.0,173.0333
BEL,NLD,2017,3490.0,173.0333
BEL,NLD,2018,3512.0,173.0333
BEL,NOR,2000,67.0,1087.773
BEL,NOR,2001,46.0,1087.773
BEL,NOR,2002,58.0,1087.773
BEL,NOR,2003,49.0,1087.773
BEL,NOR,2004,76.0,1087.773
BEL,NOR,2005,56.0,1087.773
BEL,NOR,2006,66.0,1087.773
BEL,NOR,2007,96.0,1087.773
BEL,NOR,2008,124.0,1087.773
BEL,NOR,2009,119.0,1087.773
BEL,NOR,2010,121.0,1087.773
BEL,NOR,2011,146.0,1087.773
BEL,NOR,2012,123.0,1087.773
BEL,NOR,2013,151.0,1087.773
BEL,NOR,2014,118.0,1087.773
BEL,NOR,2015,120.0,1087.773
BEL,NOR,2016,108.0,1087.773
BEL,NOR,2017,99.0,1087.773
BEL,NOR,2018,141.0,1087.773
BEL,NOR,2019,124.0,1087.773
BEL,POL,2000,84.0,1160.644
BEL,POL,2001,141.0,1160.644
BEL,POL,2008,117.0,1160.644
BEL,POL,2009,99.0,1160.644
BEL,POL,2010,129.0,1160.644
BEL,POL,2011,100.0,1160.644
BEL,POL,2012,132.0,1160.644
BEL,POL,2013,147.0,1160.644
BEL,POL,2014,147.0,1160.644
BEL,POL,2015,139.0,1160.644
BEL,POL,2016,127.0,1160.644
BEL,POL,2017,120.0,1160.644
BEL,POL,2018,82.0,1160.644
BEL,SVK,2006,21.0,971.336
BEL,SVK,2007,34.0,971.336
BEL,SVK,2008,53.0,971.336
BEL,SVK,2009,62.0,971.336
BEL,SVK,2010,51.0,971.336
BEL,SVK,2011,53.0,971.336
BEL,SVK,2012,28.0,971.336
BEL,SVK,2013,41.0,971.336
BEL,SVK,2014,21.0,971.336
BEL,SVK,2015,26.0,971.336
BEL,SVK,2016,21.0,971.336
BEL,SVK,2017,11.0,971.336
BEL,SVK,2018,15.0,971.336
BEL,SVK,2019,8.0,971.336
BEL,ESP,2000,2175.0,1316.64
BEL,ESP,2001,2244.0,1316.64
BEL,ESP,2002,2261.0,1316.64
BEL,ESP,2003,2096.0,1316.64
BEL,ESP,2004,2583.0,1316.64
BEL,ESP,2005,2728.0,1316.64
BEL,ESP,2006,2677.0,1316.64
BEL,ESP,2007,2743.0,1316.64
BEL,ESP,2008,1914.0,1316.64
BEL,ESP,2009,1726.0,1316.64
BEL,ESP,2010,1844.0,1316.64
BEL,ESP,2011,1975.0,1316.64
BEL,ESP,2012,2198.0,1316.64
BEL,ESP,2013,2319.0,1316.64
BEL,ESP,2014,2266.0,1316.64
BEL,ESP,2015,2705.0,1316.64
BEL,ESP,2016,2964.0,1316.64
BEL,ESP,2017,3803.0,1316.64
BEL,ESP,2018,3767.0,1316.64
BEL,SWE,2000,90.0,1283.716
BEL,SWE,2001,144.0,1283.716
BEL,SWE,2002,97.0,1283.716
BEL,SWE,2003,63.0,1283.716
BEL,SWE,2004,89.0,1283.716
BEL,SWE,2005,100.0,1283.716
BEL,SWE,2006,148.0,1283.716
BEL,SWE,2007,162.0,1283.716
BEL,SWE,2008,170.0,1283.716
BEL,SWE,2009,163.0,1283.716
BEL,SWE,2010,145.0,1283.716
BEL,SWE,2011,176.0,1283.716
BEL,SWE,2012,187.0,1283.716
BEL,SWE,2013,198.0,1283.716
BEL,SWE,2014,204.0,1283.716
BEL,SWE,2015,203.0,1283.716
BEL,SWE,2016,248.0,1283.716
BEL,SWE,2017,261.0,1283.716
BEL,SWE,2018,251.0,1283.716
BEL,CHE,2000,907.0,487.4555
BEL,CHE,2001,943.0,487.4555
BEL,CHE,2002,794.0,487.4555
BEL,CHE,2003,728.0,487.4555
BEL,CHE,2004,803.0,487.4555
BEL,CHE,2005,804.0,487.4555
BEL,CHE,2006,805.0,487.4555
BEL,CHE,2007,1102.0,487.4555
BEL,CHE,2008,1228.0,487.4555
BEL,CHE,2009,1033.0,487.4555
BEL,CHE,2010,1076.0,487.4555
BEL,CHE,2011,1170.0,487.4555
BEL,CHE,2012,1163.0,487.4555
BEL,CHE,2013,1277.0,487.4555
BEL,CHE,2014,1250.0,487.4555
BEL,CHE,2015,1288.0,487.4555
BEL,CHE,2016,1217.0,487.4555
BEL,CHE,2017,1289.0,487.4555
BEL,CHE,2018,1243.0,487.4555
BEL,TUR,2010,252.0,2179.392
BEL,TUR,2016,239.0,2179.392
BEL,TUR,2017,247.0,2179.392
BEL,TUR,2018,296.0,2179.392
BEL,GBR,2000,1931.0,323.7796
BEL,GBR,2001,429.0,323.7796
BEL,GBR,2011,1000.0,323.7796
BEL,GBR,2012,3000.0,323.7796
BEL,GBR,2013,1000.0,323.7796
BEL,GBR,2014,3000.0,323.7796
BEL,GBR,2015,2000.0,323.7796
BEL,EST,2004,0.0,1601.098
BEL,EST,2005,5.0,1601.098
BEL,EST,2006,11.0,1601.098
BEL,EST,2007,19.0,1601.098
BEL,EST,2008,11.0,1601.098
BEL,EST,2009,9.0,1601.098
BEL,EST,2010,6.0,1601.098
BEL,EST,2011,0.0,1601.098
BEL,EST,2012,0.0,1601.098
BEL,EST,2013,0.0,1601.098
BEL,EST,2014,1.0,1601.098
BEL,EST,2015,50.0,1601.098
BEL,EST,2016,43.0,1601.098
BEL,EST,2017,43.0,1601.098
BEL,EST,2018,42.0,1601.098
BEL,SVN,2007,15.0,916.7943
BEL,SVN,2008,15.0,916.7943
BEL,SVN,2009,15.0,916.7943
BEL,SVN,2010,23.0,916.7943
BEL,SVN,2011,15.0,916.7943
BEL,SVN,2012,15.0,916.7943
BEL,SVN,2013,12.0,916.7943
BEL,SVN,2014,14.0,916.7943
BEL,SVN,2015,7.0,916.7943
BEL,SVN,2016,14.0,916.7943
BEL,SVN,2017,28.0,916.7943
BEL,SVN,2018,17.0,916.7943
BLZ,AUT,2000,2.0,9671.175
BLZ,AUT,2001,8.0,9671.175
BLZ,AUT,2002,2.0,9671.175
BLZ,AUT,2003,5.0,9671.175
BLZ,AUT,2004,2.0,9671.175
BLZ,AUT,2005,1.0,9671.175
BLZ,AUT,2006,1.0,9671.175
BLZ,AUT,2007,8.0,9671.175
BLZ,AUT,2008,4.0,9671.175
BLZ,AUT,2009,0.0,9671.175
BLZ,AUT,2010,1.0,9671.175
BLZ,AUT,2011,0.0,9671.175
BLZ,AUT,2012,0.0,9671.175
BLZ,AUT,2013,0.0,9671.175
BLZ,AUT,2014,1.0,9671.175
BLZ,AUT,2015,3.0,9671.175
BLZ,AUT,2016,0.0,9671.175
BLZ,AUT,2017,0.0,9671.175
BLZ,AUT,2018,0.0,9671.175
BLZ,BEL,2008,1.0,8756.743
BLZ,BEL,2009,0.0,8756.743
BLZ,BEL,2013,1.0,8756.743
BLZ,BEL,2014,2.0,8756.743
BLZ,BEL,2017,1.0,8756.743
BLZ,BEL,2018,1.0,8756.743
BLZ,CZE,2016,2.0,9462.64
BLZ,DNK,2000,0.0,9133.539
BLZ,DNK,2001,0.0,9133.539
BLZ,DNK,2002,0.0,9133.539
BLZ,DNK,2003,0.0,9133.539
BLZ,DNK,2004,0.0,9133.539
BLZ,DNK,2005,0.0,9133.539
BLZ,DNK,2006,0.0,9133.539
BLZ,DNK,2007,0.0,9133.539
BLZ,DNK,2008,0.0,9133.539
BLZ,DNK,2009,2.0,9133.539
BLZ,DNK,2012,0.0,9133.539
BLZ,DNK,2013,1.0,9133.539
BLZ,DNK,2014,0.0,9133.539
BLZ,DNK,2015,1.0,9133.539
BLZ,DNK,2016,1.0,9133.539
BLZ,DNK,2017,0.0,9133.539
BLZ,DNK,2018,0.0,9133.539
BLZ,FIN,2000,0.0,9603.916
BLZ,FIN,2001,0.0,9603.916
BLZ,FIN,2002,0.0,9603.916
BLZ,FIN,2003,0.0,9603.916
BLZ,FIN,2004,0.0,9603.916
BLZ,FIN,2005,0.0,9603.916
BLZ,FIN,2006,0.0,9603.916
BLZ,FIN,2007,0.0,9603.916
BLZ,FIN,2008,0.0,9603.916
BLZ,FIN,2009,0.0,9603.916
BLZ,FIN,2010,0.0,9603.916
BLZ,FIN,2011,0.0,9603.916
BLZ,FIN,2012,0.0,9603.916
BLZ,FIN,2013,0.0,9603.916
BLZ,FIN,2014,0.0,9603.916
BLZ,FIN,2015,0.0,9603.916
BLZ,FIN,2016,0.0,9603.916
BLZ,FIN,2017,0.0,9603.916
BLZ,FIN,2018,0.0,9603.916
BLZ,FRA,2000,1.0,8664.439
BLZ,FRA,2001,1.0,8664.439
BLZ,FRA,2002,1.0,8664.439
BLZ,FRA,2003,1.0,8664.439
BLZ,FRA,2004,1.0,8664.439
BLZ,FRA,2005,1.0,8664.439
BLZ,FRA,2006,2.0,8664.439
BLZ,FRA,2007,2.0,8664.439
BLZ,FRA,2008,0.0,8664.439
BLZ,FRA,2009,1.0,8664.439
BLZ,FRA,2010,1.0,8664.439
BLZ,FRA,2011,0.0,8664.439
BLZ,FRA,2012,1.0,8664.439
BLZ,FRA,2013,1.0,8664.439
BLZ,FRA,2014,1.0,8664.439
BLZ,FRA,2015,3.0,8664.439
BLZ,FRA,2016,0.0,8664.439
BLZ,FRA,2017,0.0,8664.439
BLZ,FRA,2018,1.0,8664.439
BLZ,DEU,2000,0.0,8917.346
BLZ,DEU,2001,0.0,8917.346
BLZ,DEU,2002,11.0,8917.346
BLZ,DEU,2003,3.0,8917.346
BLZ,DEU,2004,11.0,8917.346
BLZ,DEU,2005,3.0,8917.346
BLZ,DEU,2006,2.0,8917.346
BLZ,DEU,2007,3.0,8917.346
BLZ,DEU,2008,2.0,8917.346
BLZ,DEU,2009,5.0,8917.346
BLZ,DEU,2010,11.0,8917.346
BLZ,DEU,2011,7.0,8917.346
BLZ,DEU,2012,5.0,8917.346
BLZ,DEU,2013,6.0,8917.346
BLZ,DEU,2014,7.0,8917.346
BLZ,DEU,2015,9.0,8917.346
BLZ,DEU,2016,11.0,8917.346
BLZ,DEU,2017,9.0,8917.346
BLZ,DEU,2018,5.0,8917.346
BLZ,HUN,2001,0.0,9886.722
BLZ,HUN,2002,0.0,9886.722
BLZ,HUN,2003,0.0,9886.722
BLZ,HUN,2004,0.0,9886.722
BLZ,HUN,2005,1.0,9886.722
BLZ,HUN,2006,0.0,9886.722
BLZ,HUN,2007,0.0,9886.722
BLZ,HUN,2008,0.0,9886.722
BLZ,HUN,2009,1.0,9886.722
BLZ,HUN,2010,0.0,9886.722
BLZ,HUN,2011,0.0,9886.722
BLZ,HUN,2012,0.0,9886.722
BLZ,HUN,2013,0.0,9886.722
BLZ,HUN,2014,1.0,9886.722
BLZ,HUN,2015,0.0,9886.722
BLZ,HUN,2016,0.0,9886.722
BLZ,HUN,2017,0.0,9886.722
BLZ,HUN,2018,0.0,9886.722
BLZ,ISL,2000,0.0,7180.888
BLZ,ISL,2001,0.0,7180.888
BLZ,ISL,2002,0.0,7180.888
BLZ,ISL,2003,0.0,7180.888
BLZ,ISL,2004,0.0,7180.888
BLZ,ISL,2005,0.0,7180.888
BLZ,ISL,2006,0.0,7180.888
BLZ,ISL,2007,0.0,7180.888
BLZ,ISL,2008,0.0,7180.888
BLZ,ISL,2009,1.0,7180.888
BLZ,ISL,2010,0.0,7180.888
BLZ,ISL,2011,0.0,7180.888
BLZ,ISL,2012,0.0,7180.888
